# timestamp tx ty tz qx qy qz qw
3.3742 3.3292 -1.6437 2.0854 0.0521 -0.0241 -0.7843 0.6177
3.4076 3.3085 -1.7271 2.0836 0.0533 -0.0268 -0.7903 0.6099
3.4410 3.2866 -1.8081 2.0817 0.0544 -0.0295 -0.7965 0.6015
3.4744 3.2636 -1.8866 2.0797 0.0554 -0.0322 -0.8031 0.5924
3.5078 3.2394 -1.9625 2.0777 0.0562 -0.0348 -0.8100 0.5827
3.5412 3.2141 -2.0357 2.0755 0.0569 -0.0375 -0.8172 0.5723
3.5746 3.1877 -2.1060 2.0732 0.0575 -0.0402 -0.8249 0.5609
3.6080 3.1602 -2.1733 2.0709 0.0578 -0.0429 -0.8330 0.5485
3.6414 3.1316 -2.2377 2.0684 0.0580 -0.0457 -0.8416 0.5351
3.6748 3.1019 -2.2989 2.0659 0.0580 -0.0484 -0.8506 0.5203
3.7082 3.0711 -2.3570 2.0632 0.0578 -0.0512 -0.8601 0.5042
3.7416 3.0392 -2.4117 2.0605 0.0574 -0.0540 -0.8702 0.4864
3.7751 3.0063 -2.4631 2.0577 0.0567 -0.0567 -0.8807 0.4668
3.8085 2.9723 -2.5111 2.0548 0.0557 -0.0596 -0.8917 0.4453
3.8419 2.9373 -2.5555 2.0518 0.0545 -0.0624 -0.9030 0.4215
3.8753 2.9013 -2.5964 2.0487 0.0529 -0.0652 -0.9147 0.3953
3.9087 2.8643 -2.6337 2.0455 0.0510 -0.0680 -0.9265 0.3666
3.9421 2.8263 -2.6674 2.0423 0.0488 -0.0708 -0.9382 0.3351
3.9755 2.7873 -2.6973 2.0389 0.0462 -0.0735 -0.9497 0.3009
4.0089 2.7473 -2.7234 2.0355 0.0432 -0.0761 -0.9605 0.2641
4.0423 2.7063 -2.7458 2.0320 0.0399 -0.0785 -0.9704 0.2248
4.0757 2.6645 -2.7643 2.0284 0.0363 -0.0808 -0.9790 0.1835
4.1091 2.6217 -2.7790 2.0247 0.0325 -0.0828 -0.9861 0.1406
4.1425 2.5779 -2.7899 2.0210 0.0285 -0.0845 -0.9913 0.0969
4.1759 2.5333 -2.7968 2.0171 0.0245 -0.0859 -0.9946 0.0532
4.2094 2.4878 -2.7998 2.0132 0.0204 -0.0870 -0.9960 0.0102
4.2428 2.4415 -2.7990 2.0093 -0.0163 0.0877 0.9955 0.0314
4.2762 2.3942 -2.7942 2.0052 -0.0125 0.0881 0.9935 0.0711
4.3096 2.3462 -2.7856 2.0011 -0.0088 0.0882 0.9901 0.1085
4.3430 2.2973 -2.7731 1.9969 -0.0054 0.0880 0.9858 0.1432
4.3764 2.2477 -2.7567 1.9927 -0.0022 0.0876 0.9806 0.1752
4.4098 2.1972 -2.7365 1.9883 0.0007 0.0869 0.9750 0.2045
4.4432 2.1460 -2.7125 1.9839 0.0033 0.0861 0.9691 0.2312
4.4766 2.0941 -2.6846 1.9795 0.0056 0.0850 0.9630 0.2555
4.5100 2.0414 -2.6531 1.9750 0.0077 0.0838 0.9570 0.2776
4.5434 1.9880 -2.6179 1.9704 0.0095 0.0825 0.9511 0.2975
4.5768 1.9339 -2.5790 1.9658 0.0111 0.0810 0.9454 0.3156
4.6102 1.8791 -2.5365 1.9611 0.0125 0.0794 0.9399 0.3319
4.6437 1.8237 -2.4905 1.9563 0.0136 0.0777 0.9346 0.3468
4.6771 1.7676 -2.4410 1.9515 0.0146 0.0759 0.9296 0.3602
4.7105 1.7110 -2.3882 1.9467 0.0154 0.0740 0.9250 0.3725
4.7439 1.6537 -2.3320 1.9417 0.0160 0.0720 0.9205 0.3836
4.7773 1.5959 -2.2725 1.9368 0.0165 0.0700 0.9164 0.3938
4.8107 1.5375 -2.2099 1.9318 0.0168 0.0678 0.9125 0.4030
4.8441 1.4785 -2.1442 1.9267 0.0170 0.0656 0.9089 0.4115
4.8775 1.4191 -2.0756 1.9216 0.0171 0.0634 0.9055 0.4192
4.9109 1.3592 -2.0040 1.9165 0.0171 0.0610 0.9024 0.4262
4.9443 1.2988 -1.9296 1.9113 0.0169 0.0586 0.8995 0.4327
4.9777 1.2379 -1.8526 1.9061 0.0167 0.0561 0.8968 0.4386
5.0111 1.1766 -1.7730 1.9009 0.0163 0.0536 0.8943 0.4440
5.0445 1.1149 -1.6909 1.8956 0.0159 0.0510 0.8920 0.4489
5.0780 1.0528 -1.6065 1.8902 0.0154 0.0484 0.8899 0.4534
5.1114 0.9903 -1.5198 1.8849 0.0148 0.0457 0.8879 0.4575
5.1448 0.9275 -1.4310 1.8795 0.0142 0.0429 0.8861 0.4613
5.1782 0.8644 -1.3402 1.8741 0.0135 0.0401 0.8845 0.4647
5.2116 0.8010 -1.2476 1.8687 0.0127 0.0373 0.8830 0.4678
5.2450 0.7373 -1.1532 1.8632 0.0119 0.0344 0.8816 0.4706
5.2784 0.6733 -1.0572 1.8577 0.0110 0.0315 0.8804 0.4731
5.3118 0.6091 -0.9597 1.8522 0.0101 0.0286 0.8793 0.4753
5.3452 0.5447 -0.8609 1.8467 0.0091 0.0256 0.8783 0.4773
5.3786 0.4801 -0.7609 1.8412 0.0081 0.0226 0.8775 0.4790
5.4120 0.4153 -0.6598 1.8356 0.0070 0.0196 0.8768 0.4805
5.4454 0.3504 -0.5579 1.8300 0.0060 0.0166 0.8761 0.4817
5.4788 0.2854 -0.4551 1.8245 0.0049 0.0135 0.8756 0.4828
5.5122 0.2203 -0.3517 1.8189 0.0038 0.0104 0.8752 0.4836
5.5457 0.1550 -0.2478 1.8133 0.0027 0.0073 0.8749 0.4842
5.5791 0.0898 -0.1436 1.8077 0.0016 0.0043 0.8747 0.4846
5.6125 0.0245 -0.0392 1.8021 0.0004 0.0012 0.8746 0.4848
5.6459 -0.0408 0.0653 1.7965 -0.0007 -0.0019 0.8747 0.4847
5.6793 -0.1061 0.1697 1.7909 -0.0018 -0.0050 0.8748 0.4845
5.7127 -0.1714 0.2738 1.7853 -0.0030 -0.0081 0.8750 0.4841
5.7461 -0.2365 0.3776 1.7797 -0.0041 -0.0112 0.8753 0.4834
5.7795 -0.3017 0.4809 1.7741 -0.0052 -0.0143 0.8757 0.4825
5.8129 -0.3667 0.5834 1.7686 -0.0063 -0.0173 0.8763 0.4814
5.8463 -0.4315 0.6852 1.7630 -0.0073 -0.0204 0.8769 0.4801
5.8797 -0.4963 0.7860 1.7575 -0.0083 -0.0234 0.8777 0.4786
5.9131 -0.5608 0.8857 1.7519 -0.0093 -0.0264 0.8786 0.4768
5.9465 -0.6252 0.9842 1.7464 -0.0103 -0.0293 0.8796 0.4748
5.9800 -0.6893 1.0813 1.7409 -0.0112 -0.0323 0.8807 0.4725
6.0134 -0.7532 1.1769 1.7354 -0.0121 -0.0352 0.8819 0.4699
6.0468 -0.8169 1.2709 1.7300 -0.0129 -0.0380 0.8833 0.4670
6.0802 -0.8802 1.3631 1.7246 -0.0136 -0.0408 0.8849 0.4639
6.1136 -0.9433 1.4534 1.7191 -0.0143 -0.0436 0.8865 0.4604
6.1470 -1.0060 1.5417 1.7138 -0.0150 -0.0463 0.8884 0.4565
6.1804 -1.0684 1.6278 1.7084 -0.0155 -0.0490 0.8904 0.4523
6.2138 -1.1304 1.7116 1.7031 -0.0160 -0.0517 0.8925 0.4477
6.2472 -1.1920 1.7931 1.6978 -0.0164 -0.0542 0.8949 0.4427
6.2806 -1.2531 1.8721 1.6926 -0.0168 -0.0567 0.8974 0.4371
6.3140 -1.3139 1.9485 1.6874 -0.0170 -0.0592 0.9002 0.4311
6.3474 -1.3742 2.0221 1.6822 -0.0171 -0.0616 0.9032 0.4245
6.3808 -1.4340 2.0930 1.6771 -0.0171 -0.0639 0.9064 0.4173
6.4143 -1.4933 2.1609 1.6720 -0.0170 -0.0662 0.9098 0.4094
6.4477 -1.5521 2.2259 1.6670 -0.0168 -0.0684 0.9135 0.4008
6.4811 -1.6104 2.2877 1.6620 -0.0164 -0.0705 0.9174 0.3913
6.5145 -1.6681 2.3463 1.6570 -0.0159 -0.0725 0.9216 0.3809
6.5479 -1.7252 2.4017 1.6521 -0.0152 -0.0745 0.9261 0.3695
6.5813 -1.7817 2.4537 1.6473 -0.0144 -0.0764 0.9309 0.3570
6.6147 -1.8376 2.5023 1.6425 -0.0133 -0.0781 0.9359 0.3432
6.6481 -1.8929 2.5475 1.6378 -0.0121 -0.0798 0.9412 0.3280
6.6815 -1.9475 2.5890 1.6331 -0.0107 -0.0814 0.9468 0.3112
6.7149 -2.0014 2.6270 1.6285 -0.0091 -0.0828 0.9526 0.2927
6.7483 -2.0546 2.6613 1.6239 -0.0072 -0.0841 0.9585 0.2723
6.7817 -2.1071 2.6920 1.6194 -0.0050 -0.0853 0.9646 0.2497
6.8151 -2.1589 2.7188 1.6150 -0.0026 -0.0863 0.9706 0.2248
6.8486 -2.2099 2.7419 1.6106 0.0000 -0.0871 0.9764 0.1974
6.8820 -2.2602 2.7612 1.6063 0.0030 -0.0877 0.9820 0.1674
6.9154 -2.3096 2.7766 1.6020 0.0062 -0.0881 0.9869 0.1347
6.9488 -2.3583 2.7881 1.5979 0.0097 -0.0882 0.9911 0.0994
6.9822 -2.4061 2.7958 1.5938 0.0134 -0.0880 0.9941 0.0614
7.0156 -2.4531 2.7996 1.5897 0.0173 -0.0876 0.9958 0.0212
7.0490 -2.4993 2.7994 1.5858 -0.0214 0.0867 -0.9958 0.0208
7.0824 -2.5446 2.7954 1.5819 -0.0255 0.0856 -0.9939 0.0641
7.1158 -2.5890 2.7875 1.5781 -0.0295 0.0841 -0.9902 0.1079
7.1492 -2.6324 2.7757 1.5744 -0.0335 0.0823 -0.9845 0.1514
7.1826 -2.6750 2.7601 1.5707 -0.0373 0.0802 -0.9770 0.1940
7.2160 -2.7167 2.7406 1.5671 -0.0408 0.0779 -0.9681 0.2348
7.2494 -2.7574 2.7172 1.5637 -0.0440 0.0754 -0.9579 0.2735
7.2829 -2.7971 2.6901 1.5602 -0.0468 0.0728 -0.9469 0.3097
7.3163 -2.8359 2.6593 1.5569 -0.0494 0.0701 -0.9353 0.3432
7.3497 -2.8736 2.6248 1.5537 -0.0515 0.0673 -0.9235 0.3740
7.3831 -2.9104 2.5866 1.5505 -0.0533 0.0645 -0.9118 0.4021
7.4165 -2.9462 2.5447 1.5475 -0.0548 0.0617 -0.9002 0.4277
7.4499 -2.9809 2.4994 1.5445 -0.0560 0.0589 -0.8889 0.4509
7.4833 -3.0146 2.4506 1.5416 -0.0569 0.0560 -0.8780 0.4719
7.5167 -3.0473 2.3983 1.5388 -0.0575 0.0533 -0.8676 0.4910
7.5501 -3.0789 2.3427 1.5361 -0.0579 0.0505 -0.8577 0.5084
7.5835 -3.1094 2.2839 1.5335 -0.0581 0.0477 -0.8483 0.5241
7.6169 -3.1388 2.2219 1.5310 -0.0580 0.0450 -0.8394 0.5386
7.6503 -3.1672 2.1568 1.5285 -0.0578 0.0423 -0.8309 0.5517
7.6837 -3.1944 2.0887 1.5262 -0.0574 0.0396 -0.8229 0.5638
7.7171 -3.2205 2.0176 1.5240 -0.0568 0.0369 -0.8154 0.5750
7.7506 -3.2456 1.9438 1.5218 -0.0560 0.0342 -0.8082 0.5852
7.7840 -3.2694 1.8672 1.5198 -0.0552 0.0315 -0.8014 0.5948
7.8174 -3.2922 1.7881 1.5178 -0.0542 0.0288 -0.7949 0.6036
7.8508 -3.3138 1.7065 1.5160 -0.0530 0.0261 -0.7887 0.6119
7.8842 -3.3342 1.6225 1.5142 -0.0518 0.0235 -0.7829 0.6196
7.9176 -3.3535 1.5362 1.5126 -0.0504 0.0208 -0.7772 0.6269
7.9510 -3.3716 1.4478 1.5110 -0.0490 0.0182 -0.7718 0.6337
7.9844 -3.3885 1.3574 1.5096 -0.0474 0.0155 -0.7666 0.6402
8.0178 -3.4043 1.2651 1.5082 -0.0458 0.0129 -0.7616 0.6463
8.0512 -3.4189 1.1710 1.5070 -0.0440 0.0102 -0.7567 0.6522
8.0846 -3.4322 1.0753 1.5058 -0.0422 0.0076 -0.7520 0.6577
8.1180 -3.4444 0.9781 1.5048 -0.0403 0.0050 -0.7474 0.6631
8.1514 -3.4554 0.8795 1.5038 -0.0384 0.0023 -0.7430 0.6682
8.1849 -3.4652 0.7797 1.5030 -0.0363 -0.0003 -0.7386 0.6732
8.2183 -3.4738 0.6789 1.5022 -0.0343 -0.0028 -0.7343 0.6780
8.2517 -3.4812 0.5770 1.5016 -0.0321 -0.0054 -0.7300 0.6826
8.2851 -3.4873 0.4744 1.5011 -0.0299 -0.0080 -0.7258 0.6872
8.3185 -3.4923 0.3711 1.5007 -0.0277 -0.0105 -0.7217 0.6916
8.3519 -3.4960 0.2673 1.5003 -0.0254 -0.0130 -0.7175 0.6960
8.3853 -3.4985 0.1632 1.5001 -0.0230 -0.0155 -0.7134 0.7003
8.4187 -3.4998 0.0588 1.5000 -0.0207 -0.0179 -0.7092 0.7045
8.4521 -3.4999 -0.0457 1.5000 -0.0182 -0.0204 -0.7050 0.7087
8.4855 -3.4987 -0.1501 1.5001 -0.0158 -0.0227 -0.7008 0.7128
8.5189 -3.4964 -0.2543 1.5003 -0.0133 -0.0251 -0.6965 0.7170
8.5523 -3.4928 -0.3582 1.5006 -0.0108 -0.0274 -0.6922 0.7211
8.5857 -3.4880 -0.4615 1.5010 -0.0083 -0.0296 -0.6877 0.7253
8.6192 -3.4820 -0.5643 1.5015 -0.0057 -0.0318 -0.6832 0.7295
8.6526 -3.4748 -0.6662 1.5022 -0.0032 -0.0340 -0.6786 0.7337
8.6860 -3.4664 -0.7672 1.5029 -0.0006 -0.0361 -0.6738 0.7380
8.7194 -3.4567 -0.8671 1.5037 0.0020 -0.0381 -0.6689 0.7424
8.7528 -3.4459 -0.9658 1.5046 0.0046 -0.0401 -0.6637 0.7469
8.7862 -3.4338 -1.0632 1.5057 0.0073 -0.0420 -0.6584 0.7514
8.8196 -3.4206 -1.1591 1.5068 0.0099 -0.0438 -0.6529 0.7561
8.8530 -3.4062 -1.2534 1.5080 0.0125 -0.0455 -0.6471 0.7610
8.8864 -3.3906 -1.3459 1.5094 0.0152 -0.0472 -0.6410 0.7660
8.9198 -3.3738 -1.4366 1.5108 0.0178 -0.0488 -0.6345 0.7712
8.9532 -3.3558 -1.5253 1.5124 0.0205 -0.0502 -0.6277 0.7765
8.9866 -3.3367 -1.6118 1.5140 0.0231 -0.0516 -0.6205 0.7821
9.0200 -3.3164 -1.6961 1.5157 0.0258 -0.0529 -0.6129 0.7880
9.0535 -3.2949 -1.7780 1.5176 0.0285 -0.0540 -0.6047 0.7941
9.0869 -3.2723 -1.8575 1.5195 0.0311 -0.0550 -0.5959 0.8006
9.1203 -3.2486 -1.9344 1.5215 0.0338 -0.0559 -0.5865 0.8073
9.1537 -3.2237 -2.0085 1.5237 0.0365 -0.0567 -0.5763 0.8145
9.1871 -3.1977 -2.0799 1.5259 0.0392 -0.0573 -0.5653 0.8220
9.2205 -3.1706 -2.1484 1.5282 0.0419 -0.0577 -0.5533 0.8299
9.2539 -3.1424 -2.2139 1.5306 0.0446 -0.0580 -0.5403 0.8383
9.2873 -3.1131 -2.2763 1.5332 0.0474 -0.0581 -0.5260 0.8472
9.3207 -3.0827 -2.3356 1.5358 0.0501 -0.0579 -0.5104 0.8565
9.3541 -3.0513 -2.3916 1.5385 0.0529 -0.0576 -0.4933 0.8664
9.3875 -3.0188 -2.4442 1.5412 0.0557 -0.0570 -0.4744 0.8767
9.4209 -2.9852 -2.4935 1.5441 0.0585 -0.0561 -0.4536 0.8875
9.4543 -2.9506 -2.5393 1.5471 0.0613 -0.0550 -0.4307 0.8987
9.4878 -2.9150 -2.5815 1.5501 0.0641 -0.0535 -0.4054 0.9103
9.5212 -2.8783 -2.6202 1.5533 0.0670 -0.0518 -0.3777 0.9221
9.5546 -2.8406 -2.6552 1.5565 0.0697 -0.0496 -0.3472 0.9339
9.5880 -2.8020 -2.6865 1.5598 0.0725 -0.0472 -0.3141 0.9455
9.6214 -2.7624 -2.7141 1.5632 0.0751 -0.0444 -0.2782 0.9566
9.6548 -2.7218 -2.7379 1.5667 0.0776 -0.0412 -0.2398 0.9668
9.6882 -2.6803 -2.7578 1.5703 0.0799 -0.0377 -0.1992 0.9760
9.7216 -2.6378 -2.7740 1.5739 0.0820 -0.0340 -0.1568 0.9836
9.7550 -2.5944 -2.7863 1.5776 0.0839 -0.0300 -0.1134 0.9896
9.7884 -2.5502 -2.7947 1.5814 0.0854 -0.0260 -0.0696 0.9936
9.8218 -2.5050 -2.7992 1.5853 0.0866 -0.0219 -0.0262 0.9957
9.8552 -2.4589 -2.7998 1.5892 0.0875 -0.0178 0.0160 0.9959
9.8886 -2.4121 -2.7965 1.5933 0.0880 -0.0139 0.0565 0.9944
9.9220 -2.3643 -2.7893 1.5973 0.0882 -0.0102 0.0947 0.9915
9.9555 -2.3158 -2.7782 1.6015 0.0881 -0.0066 0.1305 0.9875
9.9889 -2.2664 -2.7633 1.6057 0.0878 -0.0034 0.1635 0.9826
10.0223 -2.2162 -2.7445 1.6100 0.0872 -0.0004 0.1938 0.9772
10.0557 -2.1653 -2.7219 1.6144 0.0864 0.0023 0.2215 0.9713
10.0891 -2.1136 -2.6955 1.6188 0.0854 0.0048 0.2467 0.9653
10.1225 -2.0612 -2.6654 1.6233 0.0843 0.0069 0.2695 0.9593
10.1559 -2.0081 -2.6315 1.6279 0.0830 0.0088 0.2903 0.9533
10.1893 -1.9542 -2.5940 1.6325 0.0816 0.0105 0.3090 0.9475
10.2227 -1.8997 -2.5529 1.6372 0.0800 0.0120 0.3260 0.9419
10.2561 -1.8446 -2.5082 1.6419 0.0783 0.0132 0.3414 0.9366
10.2895 -1.7887 -2.4600 1.6467 0.0766 0.0142 0.3553 0.9315
10.3229 -1.7323 -2.4084 1.6515 0.0747 0.0151 0.3680 0.9267
10.3563 -1.6753 -2.3534 1.6564 0.0728 0.0158 0.3796 0.9222
10.3898 -1.6176 -2.2952 1.6613 0.0708 0.0163 0.3901 0.9179
10.4232 -1.5594 -2.2338 1.6663 0.0687 0.0167 0.3996 0.9139
10.4566 -1.5007 -2.1692 1.6714 0.0665 0.0170 0.4084 0.9102
10.4900 -1.4415 -2.1016 1.6764 0.0642 0.0171 0.4164 0.9068
10.5234 -1.3817 -2.0312 1.6816 0.0619 0.0171 0.4236 0.9035
10.5568 -1.3215 -1.9578 1.6867 0.0595 0.0170 0.4303 0.9006
10.5902 -1.2608 -1.8818 1.6919 0.0571 0.0168 0.4364 0.8978
10.6236 -1.1996 -1.8031 1.6972 0.0545 0.0165 0.4420 0.8952
10.6570 -1.1381 -1.7220 1.7025 0.0520 0.0161 0.4471 0.8928
10.6904 -1.0761 -1.6384 1.7078 0.0494 0.0156 0.4518 0.8906
10.7238 -1.0138 -1.5525 1.7131 0.0467 0.0151 0.4560 0.8886
10.7572 -0.9511 -1.4645 1.7185 0.0440 0.0144 0.4599 0.8868
10.7906 -0.8881 -1.3745 1.7239 0.0412 0.0137 0.4635 0.8851
10.8241 -0.8248 -1.2825 1.7293 0.0384 0.0130 0.4667 0.8835
10.8575 -0.7612 -1.1888 1.7348 0.0355 0.0122 0.4696 0.8821
10.8909 -0.6973 -1.0933 1.7402 0.0326 0.0113 0.4722 0.8808
10.9243 -0.6332 -0.9964 1.7457 0.0297 0.0104 0.4745 0.8797
