# timestamp tx ty tz qx qy qz qw
1.0022 -0.4533 -1.0591 1.9193 0.0 0.0 0.0 1.0
1.0356 -0.4479 -1.1331 1.9191 0.0 0.0 0.0 1.0
1.0690 -0.4439 -1.1999 1.9148 0.0 0.0 0.0 1.0
1.1024 -0.4388 -1.2646 1.9170 0.0 0.0 0.0 1.0
1.1359 -0.4306 -1.3351 1.9156 0.0 0.0 0.0 1.0
1.1693 -0.4159 -1.4227 1.9157 0.0 0.0 0.0 1.0
1.2027 -0.3974 -1.5188 1.9206 0.0 0.0 0.0 1.0
1.2361 -0.3788 -1.6097 1.9245 0.0 0.0 0.0 1.0
1.2695 -0.3584 -1.6997 1.9291 0.0 0.0 0.0 1.0
1.3029 -0.3338 -1.7946 1.9272 0.0 0.0 0.0 1.0
1.3363 -0.3115 -1.8710 1.9298 0.0 0.0 0.0 1.0
1.3697 -0.2786 -1.9830 1.9329 0.0 0.0 0.0 1.0
1.4031 -0.2429 -2.0957 1.9378 0.0 0.0 0.0 1.0
1.4365 -0.2048 -2.2083 1.9377 0.0 0.0 0.0 1.0
1.4699 -0.1633 -2.3268 1.9397 0.0 0.0 0.0 1.0
1.5033 -0.1189 -2.4453 1.9428 0.0 0.0 0.0 1.0
1.5367 -0.0734 -2.5447 1.9410 0.0 0.0 0.0 1.0
1.5702 -0.0260 -2.6536 1.9455 0.0 0.0 0.0 1.0
1.6036 0.0267 -2.7692 1.9447 0.0 0.0 0.0 1.0
1.6370 0.0844 -2.8899 1.9352 0.0 0.0 0.0 1.0
1.6704 0.1385 -2.9901 1.9402 0.0 0.0 0.0 1.0
1.7038 0.1974 -3.0882 1.9308 0.0 0.0 0.0 1.0
1.7372 0.2469 -3.1450 1.9474 0.0 0.0 0.0 1.0
1.7706 0.2881 -3.1512 1.9611 0.0 0.0 0.0 1.0
1.8040 0.3317 -3.1514 1.9707 0.0 0.0 0.0 1.0
1.8374 0.3455 -3.0418 1.9854 0.0 0.0 0.0 1.0
1.8708 0.3507 -2.9047 1.9942 0.0 0.0 0.0 1.0
1.9042 0.2025 -2.3488 2.0077 0.0 0.0 0.0 1.0
1.9376 0.1371 -2.0674 2.0070 0.0 0.0 0.0 1.0
1.9710 0.1148 -1.8963 2.0110 0.0 0.0 0.0 1.0
2.0045 0.1169 -1.7833 2.0154 0.0 0.0 0.0 1.0
2.0379 0.1354 -1.7036 2.0128 0.0 0.0 0.0 1.0
2.0713 0.1633 -1.6443 2.0121 0.0 0.0 0.0 1.0
2.1047 0.1979 -1.5965 2.0122 0.0 0.0 0.0 1.0
2.1381 0.2571 -1.5803 2.0153 0.0 0.0 0.0 1.0
2.1715 0.2916 -1.5414 2.0176 0.0 0.0 0.0 1.0
2.2049 0.3265 -1.5094 2.0199 0.0 0.0 0.0 1.0
2.2383 0.3628 -1.4829 2.0205 0.0 0.0 0.0 1.0
2.2717 0.3993 -1.4599 2.0236 0.0 0.0 0.0 1.0
2.3051 0.4342 -1.4420 2.0288 0.0 0.0 0.0 1.0
2.3385 0.4676 -1.4287 2.0320 0.0 0.0 0.0 1.0
2.3719 0.4996 -1.4192 2.0330 0.0 0.0 0.0 1.0
2.4053 0.5305 -1.4119 2.0360 0.0 0.0 0.0 1.0
2.4388 0.5603 -1.4075 2.0384 0.0 0.0 0.0 1.0
2.4722 0.5889 -1.4052 2.0429 0.0 0.0 0.0 1.0
2.5056 0.6166 -1.4048 2.0435 0.0 0.0 0.0 1.0
2.5390 0.6485 -1.4091 2.0456 0.0 0.0 0.0 1.0
2.5724 0.6727 -1.4127 2.0476 0.0 0.0 0.0 1.0
2.6058 0.6962 -1.4185 2.0474 0.0 0.0 0.0 1.0
2.6392 0.7484 -1.4392 2.0467 0.0 0.0 0.0 1.0
2.6726 0.7663 -1.4468 2.0397 0.0 0.0 0.0 1.0
2.7060 0.8147 -1.4715 2.0369 0.0 0.0 0.0 1.0
2.7394 0.8270 -1.4793 2.0319 0.0 0.0 0.0 1.0
2.7728 0.8565 -1.4980 2.0200 0.0 0.0 0.0 1.0
2.8062 0.8690 -1.5082 2.0188 0.0 0.0 0.0 1.0
2.8396 0.8829 -1.5207 2.0160 0.0 0.0 0.0 1.0
2.8731 0.8981 -1.5351 2.0119 0.0 0.0 0.0 1.0
2.9065 0.9148 -1.5511 2.0080 0.0 0.0 0.0 1.0
2.9399 0.9327 -1.5681 2.0048 0.0 0.0 0.0 1.0
2.9733 0.9518 -1.5864 2.0012 0.0 0.0 0.0 1.0
3.0067 0.9721 -1.6057 1.9930 0.0 0.0 0.0 1.0
3.0401 0.9936 -1.6269 1.9717 0.0 0.0 0.0 1.0
3.0735 1.0164 -1.6484 1.9489 0.0 0.0 0.0 1.0
3.1069 1.0751 -1.7078 1.9239 0.0 0.0 0.0 1.0
3.1403 1.1206 -1.7516 1.8975 0.0 0.0 0.0 1.0
3.1737 1.1367 -1.7602 1.8726 0.0 0.0 0.0 1.0
3.2071 1.1947 -1.8201 1.8430 0.0 0.0 0.0 1.0
3.2405 1.2079 -1.8205 1.8198 0.0 0.0 0.0 1.0
3.2739 1.2378 -1.8390 1.7946 0.0 0.0 0.0 1.0
3.3073 1.2550 -1.8399 1.7736 0.0 0.0 0.0 1.0
3.3408 1.3339 -1.9301 1.7361 0.0 0.0 0.0 1.0
3.3742 1.4093 -2.0146 1.6988 0.0 0.0 0.0 1.0
3.4076 1.4876 -2.1032 1.6597 0.0 0.0 0.0 1.0
3.4410 1.5624 -2.1855 1.6221 0.0 0.0 0.0 1.0
3.4744 1.6497 -2.2882 1.5782 0.0 0.0 0.0 1.0
3.5078 1.7327 -2.3831 1.5365 0.0 0.0 0.0 1.0
3.5412 1.8208 -2.4861 1.4921 0.0 0.0 0.0 1.0
3.5746 1.8788 -2.5362 1.4670 0.0 0.0 0.0 1.0
3.6080 1.9237 -2.5626 1.4520 0.0 0.0 0.0 1.0
3.6414 2.0018 -2.6469 1.4161 0.0 0.0 0.0 1.0
3.6748 2.0646 -2.7035 1.3921 0.0 0.0 0.0 1.0
3.7082 2.0781 -2.6724 1.4044 0.0 0.0 0.0 1.0
3.7416 2.0645 -2.5928 1.4369 0.0 0.0 0.0 1.0
3.7751 2.1433 -2.6763 1.4053 0.0 0.0 0.0 1.0
3.8085 2.2267 -2.7672 1.3716 0.0 0.0 0.0 1.0
3.8419 2.3150 -2.8656 1.3357 0.0 0.0 0.0 1.0
3.8753 2.4114 -2.9779 1.2949 0.0 0.0 0.0 1.0
3.9087 2.4906 -3.0579 1.2697 0.0 0.0 0.0 1.0
3.9421 2.5691 -3.1360 1.2469 0.0 0.0 0.0 1.0
3.9755 2.6010 -3.1295 1.2645 0.0 0.0 0.0 1.0
4.0089 2.5829 -3.0424 1.3166 0.0 0.0 0.0 1.0
4.0423 2.6584 -3.1221 1.2970 0.0 0.0 0.0 1.0
4.0757 2.7347 -3.2073 1.2772 0.0 0.0 0.0 1.0
4.1091 2.7611 -3.2216 1.2929 0.0 0.0 0.0 1.0
4.1425 2.7677 -3.2145 1.3202 0.0 0.0 0.0 1.0
4.1759 2.7823 -3.2192 1.3429 0.0 0.0 0.0 1.0
4.2094 2.7681 -3.1810 1.3852 0.0 0.0 0.0 1.0
4.2428 2.7406 -3.1331 1.4326 0.0 0.0 0.0 1.0
4.2762 2.7090 -3.0885 1.4781 0.0 0.0 0.0 1.0
4.3096 2.6250 -2.9707 1.5526 0.0 0.0 0.0 1.0
4.3430 2.3627 -2.6052 1.7089 0.0 0.0 0.0 1.0
4.3764 2.2646 -2.4740 1.7721 0.0 0.0 0.0 1.0
4.4098 2.0063 -2.1233 1.9410 0.0 0.0 0.0 1.0
4.4432 1.9056 -1.9926 1.9569 0.0 0.0 0.0 1.0
4.4766 1.7603 -1.7878 1.9774 0.0 0.0 0.0 1.0
4.5100 1.7211 -1.7476 1.9845 0.0 0.0 0.0 1.0
4.5434 1.6291 -1.6278 1.9889 0.0 0.0 0.0 1.0
4.5768 1.5925 -1.6053 1.9878 0.0 0.0 0.0 1.0
4.6102 1.5203 -1.5332 1.9904 0.0 0.0 0.0 1.0
4.6437 1.4586 -1.4824 1.9888 0.0 0.0 0.0 1.0
4.6771 1.4180 -1.4777 1.9860 0.0 0.0 0.0 1.0
4.7105 1.3633 -1.4413 1.9814 0.0 0.0 0.0 1.0
4.7439 1.3101 -1.4143 1.9829 0.0 0.0 0.0 1.0
4.7773 1.2586 -1.3957 1.9753 0.0 0.0 0.0 1.0
4.8107 1.2086 -1.3842 1.9580 0.0 0.0 0.0 1.0
4.8441 1.1587 -1.3766 1.9449 0.0 0.0 0.0 1.0
4.8775 1.1092 -1.3724 1.9369 0.0 0.0 0.0 1.0
4.9109 1.0601 -1.3722 1.9191 0.0 0.0 0.0 1.0
4.9443 1.0111 -1.3742 1.9028 0.0 0.0 0.0 1.0
4.9777 0.9627 -1.3974 1.8821 0.0 0.0 0.0 1.0
5.0111 0.9167 -1.4008 1.8598 0.0 0.0 0.0 1.0
5.0445 0.8721 -1.4061 1.8345 0.0 0.0 0.0 1.0
5.0780 0.8288 -1.4128 1.8100 0.0 0.0 0.0 1.0
5.1114 0.7870 -1.4205 1.7861 0.0 0.0 0.0 1.0
5.1448 0.7461 -1.4303 1.7440 0.0 0.0 0.0 1.0
5.1782 0.7071 -1.4409 1.6999 0.0 0.0 0.0 1.0
5.2116 0.6712 -1.4514 1.6546 0.0 0.0 0.0 1.0
5.2450 0.6376 -1.4627 1.6096 0.0 0.0 0.0 1.0
5.2784 0.6055 -1.4738 1.5650 0.0 0.0 0.0 1.0
5.3118 0.5764 -1.4855 1.5225 0.0 0.0 0.0 1.0
5.3452 0.5466 -1.5066 1.4789 0.0 0.0 0.0 1.0
5.3786 0.5220 -1.5155 1.4420 0.0 0.0 0.0 1.0
5.4120 0.4992 -1.5244 1.4090 0.0 0.0 0.0 1.0
5.4454 0.4781 -1.5322 1.3797 0.0 0.0 0.0 1.0
5.4788 0.4582 -1.5388 1.3542 0.0 0.0 0.0 1.0
5.5122 0.4396 -1.5444 1.3327 0.0 0.0 0.0 1.0
5.5457 0.4221 -1.5490 1.3154 0.0 0.0 0.0 1.0
5.5791 0.4061 -1.5523 1.3019 0.0 0.0 0.0 1.0
5.6125 0.3691 -1.6342 1.2477 0.0 0.0 0.0 1.0
5.6459 0.3589 -1.6204 1.2469 0.0 0.0 0.0 1.0
5.6793 0.3488 -1.6069 1.2484 0.0 0.0 0.0 1.0
5.7127 0.3388 -1.5927 1.2514 0.0 0.0 0.0 1.0
5.7461 0.3291 -1.5782 1.2559 0.0 0.0 0.0 1.0
5.7795 0.3197 -1.5632 1.2616 0.0 0.0 0.0 1.0
5.8129 0.3104 -1.5475 1.2682 0.0 0.0 0.0 1.0
5.8463 0.3011 -1.5316 1.2756 0.0 0.0 0.0 1.0
5.8797 0.2916 -1.5147 1.2835 0.0 0.0 0.0 1.0
5.9131 0.2822 -1.4975 1.2921 0.0 0.0 0.0 1.0
5.9465 0.2727 -1.4789 1.3011 0.0 0.0 0.0 1.0
5.9800 0.2539 -1.5031 1.2858 0.0 0.0 0.0 1.0
6.0134 0.2162 -1.6145 1.2228 0.0 0.0 0.0 1.0
6.0468 0.2137 -1.5619 1.2506 0.0 0.0 0.0 1.0
6.0802 0.2099 -1.5123 1.2755 0.0 0.0 0.0 1.0
6.1136 0.1892 -1.5465 1.2554 0.0 0.0 0.0 1.0
6.1470 0.1875 -1.4870 1.2856 0.0 0.0 0.0 1.0
6.1804 0.1841 -1.4317 1.3126 0.0 0.0 0.0 1.0
6.2138 0.1795 -1.3796 1.3371 0.0 0.0 0.0 1.0
6.2472 0.1740 -1.3303 1.3593 0.0 0.0 0.0 1.0
6.2806 0.1683 -1.2835 1.3798 0.0 0.0 0.0 1.0
6.3140 0.1620 -1.2385 1.3988 0.0 0.0 0.0 1.0
6.3474 0.1359 -1.2992 1.3659 0.0 0.0 0.0 1.0
6.3808 0.1210 -1.3040 1.3602 0.0 0.0 0.0 1.0
6.4143 0.1008 -1.3384 1.3408 0.0 0.0 0.0 1.0
6.4477 0.1027 -1.2573 1.3766 0.0 0.0 0.0 1.0
6.4811 0.0910 -1.2505 1.3765 0.0 0.0 0.0 1.0
6.5145 0.0943 -1.1668 1.4114 0.0 0.0 0.0 1.0
6.5479 0.0964 -1.0918 1.4414 0.0 0.0 0.0 1.0
6.5813 0.0780 -1.1284 1.4215 0.0 0.0 0.0 1.0
6.6147 0.0802 -1.0660 1.4449 0.0 0.0 0.0 1.0
6.6481 0.0660 -1.0924 1.4301 0.0 0.0 0.0 1.0
6.6815 0.0676 -1.0487 1.4456 0.0 0.0 0.0 1.0
6.7149 0.0613 -1.0491 1.4423 0.0 0.0 0.0 1.0
6.7483 0.0576 -1.0411 1.4966 0.0 0.0 0.0 1.0
6.7817 0.0457 -1.0832 1.4701 0.0 0.0 0.0 1.0
6.8151 0.0459 -1.0796 1.4553 0.0 0.0 0.0 1.0
6.8486 0.0357 -1.1308 1.4272 0.0 0.0 0.0 1.0
6.8820 0.0308 -1.1688 1.4028 0.0 0.0 0.0 1.0
6.9154 0.0192 -1.2439 1.3686 0.0 0.0 0.0 1.0
6.9488 0.0132 -1.2952 1.3409 0.0 0.0 0.0 1.0
6.9822 0.0101 -1.3434 1.3139 0.0 0.0 0.0 1.0
7.0156 0.0065 -1.4047 1.2837 0.0 0.0 0.0 1.0
7.0490 0.0027 -1.4779 1.2503 0.0 0.0 0.0 1.0
7.0824 0.0012 -1.5502 1.2170 0.0 0.0 0.0 1.0
7.1158 -0.0058 -1.6611 1.1722 0.0 0.0 0.0 1.0
7.1492 0.0125 -1.6416 1.1668 0.0 0.0 0.0 1.0
7.1826 0.0297 -1.6352 1.1582 0.0 0.0 0.0 1.0
7.2160 0.0375 -1.6751 1.1356 0.0 0.0 0.0 1.0
7.2494 0.0454 -1.7292 1.1088 0.0 0.0 0.0 1.0
7.2829 0.0566 -1.7815 1.0827 0.0 0.0 0.0 1.0
7.3163 0.0707 -1.8292 1.0580 0.0 0.0 0.0 1.0
7.3497 0.0908 -1.8419 1.0444 0.0 0.0 0.0 1.0
7.3831 0.1125 -1.8541 1.0310 0.0 0.0 0.0 1.0
7.4165 0.1356 -1.8616 1.0189 0.0 0.0 0.0 1.0
7.4499 0.1623 -1.8396 1.0169 0.0 0.0 0.0 1.0
7.4833 0.1964 -1.7214 1.0454 0.0 0.0 0.0 1.0
7.5167 0.2363 -1.5532 1.0902 0.0 0.0 0.0 1.0
7.5501 0.2859 -1.2555 1.1745 0.0 0.0 0.0 1.0
7.5835 0.3269 -0.7647 1.3094 0.0 0.0 0.0 1.0
7.6169 0.3660 -0.5873 1.3489 0.0 0.0 0.0 1.0
7.6503 0.3987 -0.3946 1.4715 0.0 0.0 0.0 1.0
7.6837 0.4345 -0.2722 1.4812 0.0 0.0 0.0 1.0
7.7171 0.4609 -0.1235 1.5024 0.0 0.0 0.0 1.0
7.7506 0.4836 -0.0056 1.5037 0.0 0.0 0.0 1.0
7.7840 0.5048 0.0954 1.5073 0.0 0.0 0.0 1.0
7.8174 0.5275 0.1842 1.5100 0.0 0.0 0.0 1.0
7.8508 0.5479 0.2664 1.5041 0.0 0.0 0.0 1.0
7.8842 0.5674 0.3471 1.5081 0.0 0.0 0.0 1.0
7.9176 0.5863 0.4232 1.5103 0.0 0.0 0.0 1.0
7.9510 0.6075 0.4984 1.5077 0.0 0.0 0.0 1.0
7.9844 0.6262 0.5725 1.5073 0.0 0.0 0.0 1.0
8.0178 0.6429 0.6453 1.4984 0.0 0.0 0.0 1.0
8.0512 0.6569 0.7172 1.4962 0.0 0.0 0.0 1.0
8.0846 0.6699 0.7874 1.4894 0.0 0.0 0.0 1.0
8.1180 0.7085 0.8684 1.4818 0.0 0.0 0.0 1.0
8.1514 0.7065 0.9338 1.4852 0.0 0.0 0.0 1.0
8.1849 0.7064 0.9995 1.4776 0.0 0.0 0.0 1.0
8.2183 0.7095 1.0667 1.4676 0.0 0.0 0.0 1.0
8.2517 0.7027 1.1241 1.4563 0.0 0.0 0.0 1.0
8.2851 0.6927 1.1793 1.4435 0.0 0.0 0.0 1.0
8.3185 0.6829 1.2360 1.4298 0.0 0.0 0.0 1.0
8.3519 0.6884 1.3128 1.4164 0.0 0.0 0.0 1.0
8.3853 0.7084 1.4073 1.4009 0.0 0.0 0.0 1.0
8.4187 0.6735 1.4377 1.3787 0.0 0.0 0.0 1.0
8.4521 0.6378 1.4674 1.3564 0.0 0.0 0.0 1.0
8.4855 0.6012 1.4968 1.3343 0.0 0.0 0.0 1.0
8.5189 0.6068 1.5917 1.3013 0.0 0.0 0.0 1.0
8.5523 0.5586 1.6061 1.2821 0.0 0.0 0.0 1.0
8.5857 0.5109 1.6217 1.2645 0.0 0.0 0.0 1.0
8.6192 0.4630 1.6382 1.2486 0.0 0.0 0.0 1.0
8.6526 0.4213 1.6706 1.2299 0.0 0.0 0.0 1.0
8.6860 0.4225 1.7938 1.1868 0.0 0.0 0.0 1.0
8.7194 0.3610 1.7863 1.1810 0.0 0.0 0.0 1.0
8.7528 0.3495 1.9004 1.1391 0.0 0.0 0.0 1.0
8.7862 0.3043 1.9396 1.1201 0.0 0.0 0.0 1.0
8.8196 0.2507 1.9607 1.1079 0.0 0.0 0.0 1.0
8.8530 0.2102 2.0252 1.0819 0.0 0.0 0.0 1.0
8.8864 0.1801 2.1325 1.0404 0.0 0.0 0.0 1.0
8.9198 0.1456 2.2374 0.9992 0.0 0.0 0.0 1.0
8.9532 0.0562 2.1307 1.0409 0.0 0.0 0.0 1.0
8.9866 0.0127 2.2289 1.0024 0.0 0.0 0.0 1.0
9.0200 -0.0557 2.2191 1.0069 0.0 0.0 0.0 1.0
9.0535 -0.1056 2.3228 0.9653 0.0 0.0 0.0 1.0
9.0869 -0.1677 2.3680 0.9473 0.0 0.0 0.0 1.0
9.1203 -0.2333 2.4032 0.9334 0.0 0.0 0.0 1.0
9.1537 -0.3169 2.2423 1.0051 0.0 0.0 0.0 1.0
9.1871 -0.3844 2.3135 0.9753 0.0 0.0 0.0 1.0
9.2205 -0.4585 2.2915 0.9849 0.0 0.0 0.0 1.0
9.2539 -0.5325 2.3725 0.9491 0.0 0.0 0.0 1.0
9.2873 -0.6102 2.4748 0.9029 0.0 0.0 0.0 1.0
9.3207 -0.6910 2.5540 0.8661 0.0 0.0 0.0 1.0
9.3541 -0.7712 2.5705 0.8566 0.0 0.0 0.0 1.0
9.3875 -0.8571 2.6295 0.8270 0.0 0.0 0.0 1.0
9.4209 -0.9056 2.3677 0.9445 0.0 0.0 0.0 1.0
9.4543 -1.0009 2.4459 0.9032 0.0 0.0 0.0 1.0
9.4878 -1.1015 2.5332 0.8566 0.0 0.0 0.0 1.0
9.5212 -1.2094 2.6394 0.7993 0.0 0.0 0.0 1.0
9.5546 -1.3226 2.7519 0.7380 0.0 0.0 0.0 1.0
9.5880 -1.4419 2.8746 0.6701 0.0 0.0 0.0 1.0
9.6214 -1.5644 2.9974 0.6013 0.0 0.0 0.0 1.0
9.6548 -1.6848 3.1069 0.5381 0.0 0.0 0.0 1.0
9.6882 -1.8124 3.2257 0.4683 0.0 0.0 0.0 1.0
9.7216 -1.9466 3.3545 0.3922 0.0 0.0 0.0 1.0
9.7550 -2.0773 3.4707 0.3222 0.0 0.0 0.0 1.0
9.7884 -2.2073 3.5789 0.2550 0.0 0.0 0.0 1.0
9.8218 -2.3323 3.6705 0.1958 0.0 0.0 0.0 1.0
9.8552 -2.4642 3.7701 0.1320 0.0 0.0 0.0 1.0
9.8886 -2.5911 3.8560 0.0746 0.0 0.0 0.0 1.0
9.9220 -2.7112 3.9260 0.0269 0.0 0.0 0.0 1.0
9.9555 -2.8045 3.9490 0.0066 0.0 0.0 0.0 1.0
9.9889 -2.7068 3.6598 0.1695 0.0 0.0 0.0 1.0
10.0223 -2.7090 3.5315 0.2322 0.0 0.0 0.0 1.0
10.0557 -2.6549 3.3152 0.3405 0.0 0.0 0.0 1.0
10.0891 -2.2892 2.6352 0.6769 0.0 0.0 0.0 1.0
10.1225 -2.0538 2.1850 0.8765 0.0 0.0 0.0 1.0
10.1559 -1.9535 1.9444 0.9613 0.0 0.0 0.0 1.0
10.1893 -2.0127 1.9023 0.9424 0.0 0.0 0.0 1.0
10.2227 -2.1178 1.9100 0.8959 0.0 0.0 0.0 1.0
10.2561 -2.0513 1.7487 0.9490 0.0 0.0 0.0 1.0
10.2895 -2.0327 1.6351 0.9713 0.0 0.0 0.0 1.0
10.3229 -2.1121 1.6046 0.9339 0.0 0.0 0.0 1.0
10.3563 -2.1960 1.5774 0.8935 0.0 0.0 0.0 1.0
10.3898 -2.2097 1.5055 0.8912 0.0 0.0 0.0 1.0
10.4232 -2.2413 1.4515 0.8768 0.0 0.0 0.0 1.0
10.4566 -2.2856 1.4073 0.8550 0.0 0.0 0.0 1.0
10.4900 -2.3391 1.3708 0.8274 0.0 0.0 0.0 1.0
10.5234 -2.3982 1.3402 0.7947 0.0 0.0 0.0 1.0
10.5568 -2.4607 1.3146 0.7579 0.0 0.0 0.0 1.0
10.5902 -2.5249 1.2914 0.7194 0.0 0.0 0.0 1.0
10.6236 -2.5899 1.2712 0.6795 0.0 0.0 0.0 1.0
10.6570 -2.6544 1.2522 0.6394 0.0 0.0 0.0 1.0
10.6904 -2.7448 1.2435 0.5802 0.0 0.0 0.0 1.0
10.7238 -2.8013 1.2269 0.5441 0.0 0.0 0.0 1.0
10.7572 -2.8558 1.2116 0.5088 0.0 0.0 0.0 1.0
10.7906 -2.9077 1.1969 0.4748 0.0 0.0 0.0 1.0
10.8241 -2.9570 1.1838 0.4429 0.0 0.0 0.0 1.0
10.8575 -3.0140 1.1744 0.4042 0.0 0.0 0.0 1.0
10.8909 -3.0553 1.1628 0.3769 0.0 0.0 0.0 1.0
10.9243 -3.1631 1.1705 0.3013 0.0 0.0 0.0 1.0
10.9577 -3.1867 1.1574 0.2879 0.0 0.0 0.0 1.0
10.9911 -3.2095 1.1449 0.2756 0.0 0.0 0.0 1.0
11.0245 -3.3722 1.1704 0.1618 0.0 0.0 0.0 1.0
11.0579 -3.3672 1.1547 0.1735 0.0 0.0 0.0 1.0
11.0913 -3.3649 1.1387 0.1835 0.0 0.0 0.0 1.0
11.1247 -3.3654 1.1235 0.1924 0.0 0.0 0.0 1.0
11.1581 -3.3682 1.1095 0.2002 0.0 0.0 0.0 1.0
11.1915 -3.5323 1.1335 0.0866 0.0 0.0 0.0 1.0
11.2249 -3.5785 1.1296 0.0625 0.0 0.0 0.0 1.0
11.2584 -3.5465 1.1084 0.1013 0.0 0.0 0.0 1.0
11.2918 -3.7146 1.1319 -0.0133 0.0 0.0 0.0 1.0
11.3252 -3.6568 1.1039 0.0491 0.0 0.0 0.0 1.0
11.3586 -3.6121 1.0775 0.1017 0.0 0.0 0.0 1.0
11.3920 -3.5782 1.0526 0.1464 0.0 0.0 0.0 1.0
11.4254 -3.5527 1.0288 0.1843 0.0 0.0 0.0 1.0
11.4588 -3.5347 1.0062 0.2170 0.0 0.0 0.0 1.0
11.4922 -3.5230 0.9843 0.2454 0.0 0.0 0.0 1.0
11.5256 -3.5168 0.9633 0.2704 0.0 0.0 0.0 1.0
11.5590 -3.5153 0.9431 0.2922 0.0 0.0 0.0 1.0
11.5924 -3.5178 0.9229 0.3127 0.0 0.0 0.0 1.0
11.6258 -3.5237 0.9028 0.3319 0.0 0.0 0.0 1.0
11.6592 -3.5326 0.8828 0.3501 0.0 0.0 0.0 1.0
11.6927 -3.6751 0.8855 0.2683 0.0 0.0 0.0 1.0
11.7261 -3.7987 0.8846 0.2028 0.0 0.0 0.0 1.0
11.7595 -3.7686 0.8587 0.2576 0.0 0.0 0.0 1.0
11.7929 -3.7471 0.8341 0.3059 0.0 0.0 0.0 1.0
11.8263 -3.7327 0.8100 0.3499 0.0 0.0 0.0 1.0
11.8597 -3.7244 0.7862 0.3903 0.0 0.0 0.0 1.0
11.8931 -3.8761 0.7828 0.3125 0.0 0.0 0.0 1.0
11.9265 -3.8677 0.7595 0.3563 0.0 0.0 0.0 1.0
11.9599 -3.8860 0.7396 0.3794 0.0 0.0 0.0 1.0
11.9933 -3.8857 0.7170 0.4181 0.0 0.0 0.0 1.0
12.0267 -3.9083 0.6972 0.4399 0.0 0.0 0.0 1.0
12.0601 -3.9255 0.6769 0.4675 0.0 0.0 0.0 1.0
12.0935 -4.0703 0.6666 0.4057 0.0 0.0 0.0 1.0
12.1269 -4.0973 0.6477 0.4297 0.0 0.0 0.0 1.0
12.1604 -4.1847 0.6325 0.4124 0.0 0.0 0.0 1.0
12.1938 -4.3080 0.6189 0.3721 0.0 0.0 0.0 1.0
12.2272 -4.4203 0.6044 0.3421 0.0 0.0 0.0 1.0
12.2606 -4.3428 0.5811 0.4480 0.0 0.0 0.0 1.0
12.2940 -4.4765 0.5663 0.4070 0.0 0.0 0.0 1.0
12.3274 -4.6629 0.5519 0.3316 0.0 0.0 0.0 1.0
12.3608 -4.8047 0.5361 0.2902 0.0 0.0 0.0 1.0
12.3942 -4.9534 0.5199 0.2468 0.0 0.0 0.0 1.0
12.4276 -5.1568 0.5030 0.1673 0.0 0.0 0.0 1.0
12.4610 -5.3559 0.4852 0.0935 0.0 0.0 0.0 1.0
12.4944 -5.5685 0.4663 0.0128 0.0 0.0 0.0 1.0
12.5278 -5.7883 0.4453 -0.0707 0.0 0.0 0.0 1.0
